model,case,fraction,normal_MPa,shear1_MPa,shear2_MPa,delta_a_angstrom,delta_x_angstrom,delta_y_angstrom,linear_delta_a_angstrom,linear_delta_x_angstrom,linear_delta_y_angstrom,local_root_verified,minimum_H,force_residual,dynamic_hold,actual_yield_inferred
shape_refinement/old_family,normal_yx50MPa,0.5,8.333333333333336,10.206207261596575,-5.892556509887896,0.00015496397944449335,0.0008442509632264356,-0.00048742852088192937,0.00015409743685176381,0.0008445490852656943,-0.0004876006417220006,True,4.376054839868752,8.21326513744669e-15,False,False
shape_refinement/old_family,normal_yx50MPa,0.0,0.0,0.0,0.0,1.589718614417322e-15,5.641267913042254e-16,1.1049791917190027e-15,0.0,0.0,0.0,True,4.393593035123294,2.1838234023181433e-15,False,False
shape_refinement/old_family,normal_yx50MPa,-0.5,-8.333333333333336,-10.206207261596575,5.892556509887896,-0.00015323236031776765,-0.0008448611920240543,0.0004877808366387557,-0.00015409743685176381,-0.0008445490852656943,0.0004876006417220006,True,4.385519504913736,5.198532576633497e-15,False,False
shape_refinement/old_family,normal_yx50MPa,-1.0,-16.66666666666667,-20.41241452319315,11.785113019775793,-0.0003047374504365266,-0.0016903746444725536,0.0009759382560145439,-0.00030819487370352763,-0.0016890981705313887,0.0009752012834440012,True,4.377235804659348,2.7668839441830073e-15,False,False
shape_refinement/old_family,normal_yx50MPa,-0.5,-8.333333333333336,-10.206207261596575,5.892556509887896,-0.0001532323603196753,-0.0008448611920236331,0.00048778083664041173,-0.00015409743685176381,-0.0008445490852656943,0.0004876006417220006,True,4.385519504913784,1.5163001063078774e-14,False,False
shape_refinement/old_family,normal_yx50MPa,0.0,0.0,0.0,0.0,9.53831168650393e-16,-4.2990766492693175e-16,8.625266682977019e-16,0.0,0.0,0.0,True,4.393593035123261,1.4448649181900043e-15,False,False
shape_refinement/old_family,normal_zx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,normal_zx50MPa,0.5,8.333333333333336,0.0,11.785113019775793,0.00015496397944290364,1.452374862756587e-15,0.0009748570417645642,0.0001540974368517613,2.595853790014648e-18,0.0009752012834440022,True,4.37605483986868,2.8425612558224955e-15,False,False
shape_refinement/old_family,normal_zx50MPa,1.0,16.66666666666667,0.0,23.570226039551585,0.00031166402533620163,-1.2079514109936935e-15,0.0019490578092225556,0.0003081948737035226,5.191707580029296e-18,0.0019504025668880044,True,4.358549694097328,1.0490610154223393e-15,False,False
shape_refinement/old_family,normal_zx50MPa,0.5,8.333333333333336,0.0,11.785113019775793,0.00015496397944353952,8.30502733415989e-16,0.0009748570417655288,0.0001540974368517613,2.595853790014648e-18,0.0009752012834440022,True,4.376054839868613,4.042122539460458e-15,False,False
shape_refinement/old_family,normal_zx50MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,1.536269237669725e-16,2.8318589222337835e-16,0.0,0.0,0.0,True,4.393593035123276,1.490351710065972e-15,False,False
shape_refinement/old_family,normal_zx50MPa,-0.5,-8.333333333333336,0.0,-11.785113019775793,-0.00015323236031681382,2.1442733551060834e-16,-0.0009755616732855585,-0.0001540974368517613,-2.595853790014648e-18,-0.0009752012834440022,True,4.385519504913649,5.687290915989962e-15,False,False
shape_refinement/old_family,normal_zx50MPa,-1.0,-16.66666666666667,0.0,-23.570226039551585,-0.0003047374504365266,5.048449428568268e-16,-0.001951876512034716,-0.0003081948737035226,-5.191707580029296e-18,-0.0019504025668880044,True,4.377235804659384,5.18031798013574e-15,False,False
shape_refinement/old_family,normal_zx50MPa,-0.5,-8.333333333333336,0.0,-11.785113019775793,-0.00015323236031713176,-4.009227106356541e-17,-0.0009755616732861723,-0.0001540974368517613,-2.595853790014648e-18,-0.0009752012834440022,True,4.385519504913704,2.482172453688314e-15,False,False
shape_refinement/old_family,normal_zx50MPa,0.0,0.0,0.0,0.0,2.225606060184251e-15,3.6188476630147106e-16,6.45083603202627e-16,0.0,0.0,0.0,True,4.393593035123152,1.5229253068447792e-14,False,False
shape_refinement/old_family,shear_xy10MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,shear_xy10MPa,0.5,3.333333333333334,1.0054596118081233e-16,-2.3570226039551585,6.168725627122553e-05,6.098153058590269e-16,-0.00019518213783409282,6.163897474070545e-05,-4.032552159363126e-19,-0.0001950402566888011,True,4.389121307708461,2.6381349362003537e-15,False,False
shape_refinement/old_family,shear_xy10MPa,1.0,6.666666666666668,2.0109192236162466e-16,-4.714045207910317,0.0001234711966198517,6.899294475773673e-16,-0.00039064850627555095,0.0001232779494814109,-8.065104318726252e-19,-0.0003900805133776022,True,4.384645318542999,5.371137562493189e-16,False,False
shape_refinement/old_family,shear_xy10MPa,0.5,3.333333333333334,1.0054596118081233e-16,-2.3570226039551585,6.16872562702717e-05,1.0040414884955773e-15,-0.00019518213783337927,6.163897474070545e-05,-4.032552159363126e-19,-0.0001950402566888011,True,4.3891213077084466,5.652216975710056e-15,False,False
shape_refinement/old_family,shear_xy10MPa,0.0,0.0,0.0,0.0,6.358874457669288e-16,1.0696101273747275e-15,6.427980836087841e-16,0.0,0.0,0.0,True,4.3935930351233194,9.141849094557744e-15,False,False
shape_refinement/old_family,shear_xy10MPa,-0.5,-3.333333333333334,-1.0054596118081233e-16,2.3570226039551585,-6.15907537237935e-05,1.5491393940619602e-15,0.00019489860945478283,-6.163897474070545e-05,4.032552159363126e-19,0.0001950402566888011,True,4.392956984260112,1.906764676706807e-14,False,False
shape_refinement/old_family,shear_xy10MPa,-1.0,-6.666666666666668,-2.0109192236162466e-16,4.714045207910317,-0.00012308518644061568,1.4284876229177487e-15,0.0003895143917673722,-0.0001232779494814109,8.065104318726252e-19,0.0003900805133776022,True,4.392318644448566,1.945275537873492e-15,False,False
shape_refinement/old_family,shear_xy10MPa,-0.5,-3.333333333333334,-1.0054596118081233e-16,2.3570226039551585,-6.159075372188583e-05,2.1249908811944696e-15,0.0001948986094544401,-6.163897474070545e-05,4.032552159363126e-19,0.0001950402566888011,True,4.392956984260026,6.8512903683704e-15,False,False
shape_refinement/old_family,shear_xy10MPa,0.0,0.0,0.0,0.0,1.589718614417322e-15,4.578111606752857e-17,1.2011452988181963e-16,0.0,0.0,0.0,True,4.393593035123271,8.710997395349094e-16,False,False
shape_refinement/old_family,shear_xz10MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,shear_xz10MPa,0.5,3.333333333333334,-2.041241452319315,1.1785113019775795,6.168725626645639e-05,-0.0001690326897285562,9.759106891514675e-05,6.163897474070493e-05,-0.00016890981705313882,9.752012834439951e-05,True,4.389121307708489,9.582775111621755e-15,False,False
shape_refinement/old_family,shear_xz10MPa,1.0,6.666666666666668,-4.08248290463863,2.357022603955159,0.00012347119662048758,-0.0003383115303816033,0.0001953242531349821,0.00012327794948140987,-0.00033781963410627763,0.00019504025668879902,True,4.384645318543191,5.362355524896056e-15,False,False
shape_refinement/old_family,shear_xz10MPa,0.5,3.333333333333334,-2.041241452319315,1.1785113019775795,6.168725626836404e-05,-0.0001690326897281518,9.759106891518878e-05,6.163897474070493e-05,-0.00016890981705313882,9.752012834439951e-05,True,4.389121307708386,1.0646269022612787e-14,False,False
shape_refinement/old_family,shear_xz10MPa,0.0,0.0,0.0,0.0,6.358874457669288e-16,3.2460232687873014e-16,1.0290156730000915e-16,0.0,0.0,0.0,True,4.39359303512331,7.204546947628306e-15,False,False
shape_refinement/old_family,shear_xz10MPa,-0.5,-3.333333333333334,2.041241452319315,-1.1785113019775795,-6.15907537237935e-05,0.00016878714695304473,-9.74493047289639e-05,-6.163897474070493e-05,0.00016890981705313882,-9.752012834439951e-05,True,4.392956984259915,8.442573896927374e-15,False,False
shape_refinement/old_family,shear_xz10MPa,-1.0,-6.666666666666668,4.08248290463863,-2.357022603955159,-0.0001230851864393439,0.0003373293584122746,-0.00019475719588332206,-0.00012327794948140987,0.00033781963410627763,-0.00019504025668879902,True,4.392318644448521,3.990622936267396e-15,False,False
shape_refinement/old_family,shear_xz10MPa,-0.5,-3.333333333333334,2.041241452319315,-1.1785113019775795,-6.159075372252172e-05,0.00016878714695272,-9.744930472817196e-05,-6.163897474070493e-05,0.00016890981705313882,-9.752012834439951e-05,True,4.392956984259812,9.450285606144027e-15,False,False
shape_refinement/old_family,shear_xz10MPa,0.0,0.0,0.0,0.0,0.0,3.8967478579119796e-16,-1.2672521718844266e-15,0.0,0.0,0.0,True,4.393593035123286,6.593485912626372e-15,False,False
shape_refinement/old_family,shear_yz10MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,shear_yz10MPa,0.5,3.333333333333334,2.041241452319315,1.1785113019775795,6.168725626709227e-05,0.00016903268972741754,9.759106891744312e-05,6.163897474070503e-05,0.00016890981705313944,9.752012834440038e-05,True,4.389121307708432,2.550748241098022e-15,False,False
shape_refinement/old_family,shear_yz10MPa,1.0,6.666666666666668,4.08248290463863,2.357022603955159,0.00012347119661953375,0.0003383115303836019,0.00019532425313613887,0.00012327794948141006,0.0003378196341062789,0.00019504025668880075,True,4.384645318543133,9.12952439341419e-16,False,False
shape_refinement/old_family,shear_yz10MPa,0.5,3.333333333333334,2.041241452319315,1.1785113019775795,6.168725626836404e-05,0.00016903268972862044,9.7591068917349e-05,6.163897474070503e-05,0.00016890981705313944,9.752012834440038e-05,True,4.3891213077084545,1.200320225158702e-15,False,False
shape_refinement/old_family,shear_yz10MPa,0.0,0.0,0.0,0.0,2.5435497830677153e-15,7.50124728545227e-16,-4.509411839579424e-16,0.0,0.0,0.0,True,4.393593035123218,8.875314505289811e-15,False,False
shape_refinement/old_family,shear_yz10MPa,-0.5,-3.333333333333334,-2.041241452319315,-1.1785113019775795,-6.159075372188583e-05,-0.00016878714695038778,-9.744930472634992e-05,-6.163897474070503e-05,-0.00016890981705313944,-9.752012834440038e-05,True,4.392956984259943,4.737746653327157e-15,False,False
shape_refinement/old_family,shear_yz10MPa,-1.0,-6.666666666666668,-4.08248290463863,-2.357022603955159,-0.0001230851864393439,-0.00033732935840924275,-0.00019475719588389585,-0.00012327794948141006,-0.0003378196341062789,-0.00019504025668880075,True,4.392318644448476,7.399788247430816e-15,False,False
shape_refinement/old_family,shear_yz10MPa,-0.5,-3.333333333333334,-2.041241452319315,-1.1785113019775795,-6.159075372252172e-05,-0.00016878714695082797,-9.744930472701281e-05,-6.163897474070503e-05,-0.00016890981705313944,-9.752012834440038e-05,True,4.392956984259846,6.253894971330887e-15,False,False
shape_refinement/old_family,shear_yz10MPa,0.0,0.0,0.0,0.0,1.589718614417322e-15,5.5460089129974936e-17,-5.508252672339906e-16,0.0,0.0,0.0,True,4.393593035123283,1.2451238389879332e-15,False,False
shape_refinement/old_family,biaxial_opposite25MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,biaxial_opposite25MPa,0.5,-2.2482909287922576e-16,-10.206207261596575,-1.7989716779971275e-16,5.642365176360496e-07,-0.0008445545893760561,1.0621856340318486e-06,-2.2378587995904622e-19,-0.0008445490852656955,-2.1076608228437348e-18,True,4.3825070514466855,7.884866919308213e-15,False,False
shape_refinement/old_family,biaxial_opposite25MPa,1.0,-4.496581857584515e-16,-20.41241452319315,-3.597943355994255e-16,2.2569639768167273e-06,-0.0016891422036937357,4.2488087825059884e-06,-4.4757175991809245e-19,-0.001689098170531391,-4.2153216456874696e-18,True,4.371352534236071,6.45236588543991e-15,False,False
shape_refinement/old_family,biaxial_opposite25MPa,0.5,-2.2482909287922576e-16,-10.206207261596575,-1.7989716779971275e-16,5.642365163642748e-07,-0.000844554589376589,1.0621856327675355e-06,-2.2378587995904622e-19,-0.0008445490852656955,-2.1076608228437348e-18,True,4.382507051446814,1.5288646025261003e-14,False,False
shape_refinement/old_family,biaxial_opposite25MPa,0.0,0.0,0.0,0.0,0.0,-6.815384090884081e-17,1.2595441252782794e-15,0.0,0.0,0.0,True,4.3935930351232635,2.2849528057486066e-15,False,False
shape_refinement/old_family,biaxial_opposite25MPa,-0.5,2.2482909287922576e-16,10.206207261596575,1.7989716779971275e-16,5.642365170001621e-07,0.0008445545893757742,1.0621856345915589e-06,2.2378587995904622e-19,0.0008445490852656955,2.1076608228437348e-18,True,4.382507051446733,1.1437861875837959e-14,False,False
shape_refinement/old_family,biaxial_opposite25MPa,-1.0,4.496581857584515e-16,20.41241452319315,3.597943355994255e-16,2.2569639799961646e-06,0.0016891422036958146,4.248808782692889e-06,4.4757175991809245e-19,0.001689098170531391,4.2153216456874696e-18,True,4.3713525342360455,3.4217422781145966e-15,False,False
shape_refinement/old_family,biaxial_opposite25MPa,-0.5,2.2482909287922576e-16,10.206207261596575,1.7989716779971275e-16,5.642365176360496e-07,0.0008445545893763168,1.0621856349431851e-06,2.2378587995904622e-19,0.0008445490852656955,2.1076608228437348e-18,True,4.3825070514467726,4.43253339808209e-15,False,False
shape_refinement/old_family,biaxial_opposite25MPa,0.0,0.0,0.0,0.0,9.53831168650393e-16,5.182810334971803e-17,1.9526606761804427e-16,0.0,0.0,0.0,True,4.393593035123244,9.609676277091885e-16,False,False
shape_refinement/old_family,mixed_MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,mixed_MPa,0.5,6.000000000000002,-10.206207261596576,-2.8284271247461903,0.00011161700226632887,-0.000844629705710914,-0.00023325265577486004,0.00011095015453326941,-0.0008445490852656959,-0.00023404830802656372,True,4.378674047592484,5.237021753756732e-15,False,False
shape_refinement/old_family,mixed_MPa,1.0,12.000000000000004,-20.412414523193153,-5.656854249492381,0.00022456949882011058,-0.00168944438829086,-0.0004649183895093956,0.00022190030906653883,-0.0016890981705313917,-0.00046809661605312744,True,4.363755897153189,1.0286910212542466e-14,False,False
shape_refinement/old_family,mixed_MPa,0.5,6.000000000000002,-10.206207261596576,-2.8284271247461903,0.00011161700226537505,-0.0008446297057115733,-0.00023325265577511423,0.00011095015453326941,-0.0008445490852656959,-0.00023404830802656372,True,4.3786740475924955,1.0983943789233397e-14,False,False
shape_refinement/old_family,mixed_MPa,0.0,0.0,0.0,0.0,1.907662337300786e-15,-3.858204960384059e-16,-2.275716110614442e-16,0.0,0.0,0.0,True,4.3935930351232875,2.0266176663568173e-15,False,False
shape_refinement/old_family,mixed_MPa,-0.5,-6.000000000000002,10.206207261596576,2.8284271247461903,-0.0001102841925424232,0.0008444803456249462,0.00023484617981399486,-0.00011095015453326941,0.0008445490852656959,0.00023404830802656372,True,4.385503007948463,1.945058697438995e-15,False,False
shape_refinement/old_family,mixed_MPa,-1.0,-12.000000000000004,20.412414523193153,5.656854249492381,-0.00021923820511289777,0.0016888470000157208,0.0004712925995945248,-0.00022190030906653883,0.0016890981705313917,0.00046809661605312744,True,4.377267319546838,4.4070649907190784e-15,False,False
shape_refinement/old_family,mixed_MPa,-0.5,-6.000000000000002,10.206207261596576,2.8284271247461903,-0.00011028419254051554,0.0008444803456255242,0.0002348461798151919,-0.00011095015453326941,0.0008445490852656959,0.00023404830802656372,True,4.385503007948448,5.469366279320376e-15,False,False
shape_refinement/old_family,mixed_MPa,0.0,0.0,0.0,0.0,1.2717748915338577e-15,-1.7125692459319526e-16,-1.8917078898902954e-16,0.0,0.0,0.0,True,4.393593035123248,2.91393432430376e-15,False,False
shape_refinement/old_family,pure_interface_normal50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,pure_interface_normal50MPa,0.5,25.000000000000014,7.313107937135654e-16,-2.5831398936824165e-16,0.0004633159448745717,-1.6456831737018198e-16,6.275257403759422e-16,0.0004622923105552887,5.984924608584868e-19,-3.277618212422733e-18,True,4.379223998147758,5.539405739662939e-15,False,False
shape_refinement/old_family,pure_interface_normal50MPa,1.0,50.00000000000003,1.4626215874271307e-15,-5.166279787364833e-16,0.0009286879721594242,-3.3646718887324304e-16,-3.4621384955355714e-16,0.0009245846211105774,1.1969849217169737e-18,-6.555236424845466e-18,True,4.364877308522418,1.2947976024690888e-14,False,False
shape_refinement/old_family,pure_interface_normal50MPa,0.5,25.000000000000014,7.313107937135654e-16,-2.5831398936824165e-16,0.00046331594487711525,-1.0439227639496257e-18,4.570585496588388e-16,0.0004622923105552887,5.984924608584868e-19,-3.277618212422733e-18,True,4.379223998147634,2.1448554737846237e-14,False,False
shape_refinement/old_family,pure_interface_normal50MPa,0.0,0.0,0.0,0.0,3.179437228834644e-16,-2.6031909226786804e-16,3.9330383320684915e-16,0.0,0.0,0.0,True,4.393593035123257,1.5250529700886988e-15,False,False
shape_refinement/old_family,pure_interface_normal50MPa,-0.5,-25.000000000000014,-7.313107937135654e-16,2.5831398936824165e-16,-0.0004612730887854932,1.6440924582988532e-15,-2.044283000314315e-15,-0.0004622923105552887,-5.984924608584868e-19,3.277618212422733e-18,True,4.407983958019276,5.809588921046327e-15,False,False
shape_refinement/old_family,pure_interface_normal50MPa,-1.0,-50.00000000000003,-1.4626215874271307e-15,5.166279787364833e-16,-0.0009205165686513159,-9.659487232221182e-16,-1.653394296861926e-15,-0.0009245846211105774,-1.1969849217169737e-18,6.555236424845466e-18,True,4.422396310508339,1.0345890810725678e-14,False,False
shape_refinement/old_family,pure_interface_normal50MPa,-0.5,-25.000000000000014,-7.313107937135654e-16,2.5831398936824165e-16,-0.00046127308878581117,2.8950681912418756e-15,-1.8947412621793958e-15,-0.0004622923105552887,-5.984924608584868e-19,3.277618212422733e-18,True,4.407983958019347,1.5893645250084341e-15,False,False
shape_refinement/old_family,pure_interface_normal50MPa,0.0,0.0,0.0,0.0,2.225606060184251e-15,3.8503427825863105e-16,2.9508480671787644e-16,0.0,0.0,0.0,True,4.393593035123159,1.4777986756958415e-14,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,0.5,-6.062344036436679e-17,2.0,-4.7993670411985994e-17,2.1666631092863312e-08,0.00016549718714881063,4.0787726182281126e-08,4.1917172895815395e-20,0.00016549714573081898,4.0612698343323287e-19,True,4.391426058013686,2.0862067717893987e-14,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,1.0,-1.2124688072873357e-16,4.0,-9.598734082397199e-17,8.666653708920216e-08,0.0003309946228011045,1.6315099630028047e-07,8.383434579163079e-20,0.00033099429146163796,8.122539668664657e-19,True,4.389256433542589,1.2416953086404907e-14,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,0.5,-6.062344036436679e-17,2.0,-4.7993670411985994e-17,2.1666629185200977e-08,0.00016549718714882204,4.078772659512605e-08,4.1917172895815395e-20,0.00016549714573081898,4.0612698343323287e-19,True,4.391426058013802,1.5726515183616974e-15,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,0.0,0.0,0.0,0.0,2.5435497830677153e-15,8.726840517140327e-16,5.124219230722201e-16,0.0,0.0,0.0,True,4.393593035123186,1.1333458299715366e-14,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,-0.5,6.062344036436679e-17,-2.0,4.7993670411985994e-17,2.1666630139032143e-08,-0.00016549718714627728,4.078772589853546e-08,-4.1917172895815395e-20,-0.00016549714573081898,-4.0612698343323287e-19,True,4.391426058013754,6.371012311096129e-15,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,-1.0,1.2124688072873357e-16,-4.0,9.598734082397199e-17,8.666653836097705e-08,-0.00033099462280020473,1.6315099563530932e-07,-8.383434579163079e-20,-0.00033099429146163796,-8.122539668664657e-19,True,4.389256433542631,9.806459266343541e-15,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,-0.5,6.062344036436679e-17,-2.0,4.7993670411985994e-17,2.1666628549313527e-08,-0.00016549718714639866,4.07877271537627e-08,-4.1917172895815395e-20,-0.00016549714573081898,-4.0612698343323287e-19,True,4.391426058013872,1.2559259227861043e-14,False,False
shape_refinement/old_family,pure_interface_shear1_4MPa,0.0,0.0,0.0,0.0,6.358874457669288e-16,1.8877563529958497e-16,3.703222066783707e-16,0.0,0.0,0.0,True,4.393593035123323,9.016825052421154e-15,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351232955,6.0507154669279554e-15,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,0.5,-3.2283228208003934e-17,-3.0415922995174157e-18,2.000000000000001,2.1663657047279458e-08,6.381776710815554e-16,0.00016545639941979807,-2.6109641940252575e-19,4.0984670374437423e-19,0.0001654971457308191,True,4.391427351151369,7.714385889026533e-15,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,1.0,-6.456645641600787e-17,-6.083184599034831e-18,4.000000000000002,8.664273836565689e-08,-5.644240551636274e-17,0.0003308314717215009,-5.221928388050515e-19,8.196934074887485e-19,0.0003309942914616382,True,4.389261604659951,1.7784802554648132e-14,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,0.5,-3.2283228208003934e-17,-3.0415922995174157e-18,2.000000000000001,2.1663655775504566e-08,-2.282121699101674e-16,0.00016545639941911995,-2.6109641940252575e-19,4.0984670374437423e-19,0.0001654971457308191,True,4.391427351151476,9.261631241909306e-15,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,0.0,0.0,0.0,0.0,2.5435497830677153e-15,8.494871265250978e-16,2.2184200093592505e-16,0.0,0.0,0.0,True,4.393593035123189,1.1514048988891951e-14,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,-0.5,3.2283228208003934e-17,3.0415922995174157e-18,-2.000000000000001,2.1669604820503443e-08,2.6112653960635675e-15,-0.00016553797487887592,2.6109641940252575e-19,-4.0984670374437423e-19,-0.0001654971457308191,True,4.39142476564867,9.765660134104626e-15,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,-1.0,6.456645641600787e-17,6.083184599034831e-18,-4.000000000000002,8.669033104359158e-08,4.421537358647852e-16,-0.0003311577738831392,5.221928388050515e-19,-8.196934074887485e-19,-0.0003309942914616382,True,4.389251268605906,3.705035889341898e-15,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,-0.5,3.2283228208003934e-17,3.0415922995174157e-18,-2.000000000000001,2.1669604502559717e-08,2.9521886824642766e-15,-0.00016553797487777917,2.6109641940252575e-19,-4.0984670374437423e-19,-0.0001654971457308191,True,4.391424765648756,4.543015118530029e-15,False,False
shape_refinement/old_family,pure_interface_shear2_4MPa,0.0,0.0,0.0,0.0,6.358874457669288e-16,6.033778502776397e-16,-3.1816002180648173e-16,0.0,0.0,0.0,True,4.393593035123309,8.699505568699508e-15,False,False
shape_refinement/power_family,normal_xx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351233,9.547918006773769e-15,False,False
shape_refinement/power_family,normal_xx50MPa,0.5,8.333333333333336,-10.206207261596575,-5.892556509887896,0.00015497322636870642,-0.0008442485399346092,-0.00048742712179405896,0.00015409743685176268,-0.0008445490852656961,-0.00048760064172200245,True,4.375841592538097,2.5474414244719412e-15,False,False
shape_refinement/power_family,normal_xx50MPa,1.0,16.66666666666667,-20.41241452319315,-11.785113019775793,0.00031170097526992416,-0.0016879242077207026,-0.0009745234956994017,0.00030819487370352535,-0.0016890981705313922,-0.0009752012834440049,True,4.358124378148135,1.4388663871489626e-14,False,False
shape_refinement/power_family,normal_xx50MPa,0.5,8.333333333333336,-10.206207261596575,-5.892556509887896,0.00015497322636807054,-0.000844248539936103,-0.00048742712179453514,0.00015409743685176268,-0.0008445490852656961,-0.00048760064172200245,True,4.375841592538001,9.486769009248164e-15,False,False
shape_refinement/power_family,normal_xx50MPa,0.0,0.0,0.0,0.0,-9.53831168650393e-16,3.3837770348765874e-16,-8.591556114463282e-17,0.0,0.0,0.0,True,4.393593035123281,1.1585166672223474e-14,False,False
shape_refinement/power_family,normal_xx50MPa,-0.5,-8.333333333333336,10.206207261596575,5.892556509887896,-0.0001532230941716309,0.000844863778898869,0.0004877823301754618,-0.00015409743685176268,0.0008445490852656961,0.00048760064172200245,True,4.3854294209605476,3.230271952703312e-15,False,False
shape_refinement/power_family,normal_xx50MPa,-1.0,-16.66666666666667,20.41241452319315,11.785113019775793,-0.00030470034671565096,0.001690385321694435,0.0009759444205138931,-0.00030819487370352535,0.0016890981705313922,0.0009752012834440049,True,4.377052798574163,1.2970961110747581e-14,False,False
shape_refinement/power_family,normal_xx50MPa,-0.5,-8.333333333333336,10.206207261596575,5.892556509887896,-0.00015322309417131297,0.0008448637788988047,0.00048778233017564396,-0.00015409743685176268,0.0008445490852656961,0.00048760064172200245,True,4.385429420960515,9.286408447772843e-15,False,False
shape_refinement/power_family,normal_xx50MPa,0.0,0.0,0.0,0.0,1.589718614417322e-15,5.408373702895559e-16,3.1352694419796186e-16,0.0,0.0,0.0,True,4.393593035123163,1.1249293252339995e-14,False,False
shape_refinement/power_family,normal_yx50MPa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True,4.3935930351233,9.547918006773769e-15,False,False
shape_refinement/power_family,normal_yx50MPa,0.5,8.333333333333336,10.206207261596575,-5.892556509887896,0.00015497322636679877,0.0008442485399318872,-0.0004874271217938516,0.0001540974368517628,0.0008445490852656956,-0.0004876006417220021,True,4.375841592538096,4.4523846415289725e-15,False,False
shape_refinement/power_family,normal_yx50MPa,1.0,16.66666666666667,20.41241452319315,-11.785113019775793,0.0003117009752718318,0.0016879242077201663,-0.000974523495698061,0.0003081948737035256,0.0016890981705313913,-0.0009752012834440042,True,4.358124378147911,1.6711024924953577e-14,False,False
shape_refinement/power_family,normal_yx50MPa,0.5,8.333333333333336,10.206207261596575,-5.892556509887896,0.00015497322636870642,0.0008442485399322285,-0.00048742712179447584,0.0001540974368517628,0.0008445490852656956,-0.0004876006417220021,True,4.375841592538036,8.892192537857113e-15,False,False
shape_refinement/power_family,normal_yx50MPa,0.0,0.0,0.0,0.0,0.0,6.169037186146061e-17,4.512203505958997e-16,0.0,0.0,0.0,True,4.393593035123301,9.906961970500534e-15,False,False
shape_refinement/power_family,normal_yx50MPa,-0.5,-8.333333333333336,-10.206207261596575,5.892556509887896,-0.00015322309417194885,-0.0008448637789009,0.0004877823301762361,-0.0001540974368517628,-0.0008445490852656956,0.0004876006417220021,True,4.38542942096058,1.93421667571414e-15,False,False
shape_refinement/power_family,normal_yx50MPa,-1.0,-16.66666666666667,-20.41241452319315,11.785113019775793,-0.00030470034671628685,-0.001690385321694492,0.0009759444205152208,-0.0003081948737035256,-0.0016890981705313913,0.0009752012834440042,True,4.3770527985742325,2.7716544337419435e-15,False,False
shape_refinement/power_family,normal_yx50MPa,-0.5,-8.333333333333336,-10.206207261596575,5.892556509887896,-0.00015322309417067708,-0.0008448637789008808,0.00048778233017612193,-0.0001540974368517628,-0.0008445490852656956,0.0004876006417220021,True,4.3854294209605795,6.330439644708363e-15,False,False
shape_refinement/power_family,normal_yx50MPa,0.0,0.0,0.0,0.0,9.53831168650393e-16,5.375036325417559e-16,5.543358575604275e-16,0.0,0.0,0.0,True,4.3935930351232315,1.6407790474767937e-15,False,False
